C3L.00004.T1_C1	C3L.00004.T1_C2	C3L.00010.T1_C1	C3L.00010.T1_C2	C3L.00010.T1_C3	C3L.00010.T1_C4	C3L.00026.T1_C1	C3L.00026.T1_C2	C3L.00026.T1_C3	C3L.00079.T1_C1	C3L.00079.T1_C2	C3L.00079.T1_C3	C3L.00079.T1_C4	C3L.00079.T1_C5	C3L.00088.T1_C1	C3L.00088.T2_C1	C3L.00088.T2_C4	C3L.00088.T2_C5	C3L.00096.T1_C1	C3L.00096.T1_C2	C3L.00096.T1_C3	C3L.00416.T1_C1	C3L.00416.T1_C10	C3L.00416.T1_C2	C3L.00416.T1_C3	C3L.00416.T1_C4	C3L.00416.T1_C5	C3L.00416.T1_C6	C3L.00416.T1_C7	C3L.00416.T1_C8	C3L.00416.T1_C9	C3L.00416.T2_C1	C3L.00416.T2_C2	C3L.00416.T2_C4	C3L.00448.T1_C1	C3L.00448.T1_C2	C3L.00448.T1_C3	C3L.00448.T1_C4	C3L.00583.T1_C1	C3L.00583.T1_C2	C3L.00610.T1_C1	C3L.00790.T1_C1	C3L.00813.T1_C1	C3L.00813.T1_C2	C3L.00813.T1_C3	C3L.00813.T1_C6	C3L.00908.T1_C1	C3L.00908.T1_C2	C3L.00917.T1_C1	C3L.00917.T1_C2	C3L.00917.T1_C3	C3L.01287.T1_C1	C3L.01302.T1_C1	C3L.01302.T1_C2	C3L.01302.T1_C3	C3L.01302.T1_C4	C3L.01302.T1_C5	C3L.01313.T1_C1	C3L.01313.T1_C2	C3L.01313.T1_C4	C3L.01313.T1_C5	C3L.01313.T1_C6	C3N.00177.T1_C1	C3N.00242.T1_C1	C3N.00317.T1_C1	C3N.00317.T1_C2	C3N.00317.T1_C3	C3N.00317.T1_C4	C3N.00317.T1_C5	C3N.00437.T1_C1	C3N.00437.T1_C2	C3N.00437.T1_C3	C3N.00437.T1_C4	C3N.00495.T1_C1	C3N.00733.T1_C1	C3N.00733.T1_C2	C3N.00733.T1_C5	C3N.00733.T2_C1	C3N.00733.T2_C2	C3N.00733.T2_C3	C3N.01200.T1_C1	C3N.01200.T1_C2	C3N.01200.T1_C3	C3N.01200.T1_C4	C3N.01200.T2_C1	C3N.01200.T2_C2	C3N.01200.T3_C1	C3N.01213.T1_C1	C3N.01213.T1_C2	C3N.01213.T1_C3
REACTIVE_OXYGEN_SPECIES_PATHWAY_Score	-7.32116575899582	-5.58311594949655	-2.88342082688602	14.8882448503439	5.12026781850319	0.965870784435341	11.0769386424751	15.3642711240212	3.50317843778552	-23.0178785872425	-10.7434143358761	-17.4699514109713	-2.2704496367034	2.15991284244085	-6.5272638841295	11.7944498973153	5.65081764135062	11.3359556294196	34.969284999125	39.1753196742989	31.424152967825	-0.137355947929411	-18.3102832857587	-3.18284637335619	-10.1619216809308	-26.248615772256	-10.0579051008929	-3.30411530457066	-32.3940357270781	7.68373203013403	-20.4520339861342	-14.9858471096833	-9.72788141840379	-16.0406708455675	-32.7486432103341	-16.6817516654472	-1.03319487535867	-22.8463725661999	-6.40125313279195	-5.76770874178485	-23.6176581660919	-23.5526628917427	32.1569810852441	-37.7154377938083	-5.54690256490284	20.707986959442	33.2709842314772	88.5920468253868	-55.978374069936	-54.8251144791713	-51.0236021275017	-34.9912705965032	-29.2814095003033	-21.7012379984601	-34.2040541626657	-33.8304953326096	-23.4791660789653	6.93553667265735	6.37511048496893	20.741796804826	-25.0541785604225	-23.4280195442896	10.7087757700482	-3.56972170098607	-23.3850992879481	-33.8120249572757	-14.3601494545234	-26.2797132298913	-6.56478335036655	7.92386242384873	4.27540330628105	17.5391035740148	28.191549115917	-43.700642045654	41.3891970858191	37.8837338847468	33.2380559858792	59.3322947301343	47.5393591402087	55.9111691514837	-31.2434136724734	-13.4083617084542	49.0316070555502	1.25703257684237	56.2316522938834	100.583503104951	15.2612780905084	-66.4617445122859	-69.1411021976962	-46.2323071035938
ADIPOGENESIS_Score	30.0363928379203	26.3893807065417	-6.36433205808473	-27.4021295053144	9.31112505477274	-14.0178977222881	7.10788383799752	13.563674660221	12.6328120838796	-26.4800747185148	-48.1521464704907	-26.5180444506103	-9.75507662953111	-43.1993977552578	8.61192456645371	26.2126827266247	10.6715609606575	23.4832026378159	29.3994322059005	29.2419301431475	24.408003623697	8.15009306541801	-24.3883460282045	-11.9178342143976	0.941313091326059	-29.0602543863918	-9.7417649487871	-8.87497474350855	-25.316691184703	10.6834172301577	-14.9993081369635	0.541874113237005	12.4492704080894	10.7071287763527	-1.58663118991395	-14.7050950735676	39.9312930919786	14.4763040128637	1.20142979178995	14.267916588051	-26.0086550341139	-11.7221551332085	47.6646152901275	-13.8961905219828	15.4455846564452	29.3082313076949	9.62048373284672	40.1389719500961	-53.2772659816774	-57.7784335582512	-47.6286181916193	-55.4759417825488	-24.3271295523871	-48.0393958356281	-25.7332703526954	-17.4431063538194	-24.134029950439	2.44975920151291	-4.67915059934465	16.0708957094752	-22.7637091403985	-16.7128074392234	11.102016730965	-24.4583104443322	-6.41993212170975	-11.0304866512036	-17.4496011692416	-3.16910614610365	-5.8615356665799	11.7178029954752	27.1609573189328	8.25027542918032	22.7751042494268	-38.0926799136327	25.4819118833232	26.1788847361561	34.674569429887	33.5821691350875	33.3352659755038	24.9550704690793	-8.01069155573575	-4.66160302451435	27.8868972922642	-4.19575770437665	26.3626919347088	68.0156718090866	7.8077396908445	-48.6668338067416	-44.7783872474154	-35.4542047762803
ANDROGEN_RESPONSE_Score	-2.45531152164427	7.1172017551782	-31.3967171929919	-41.9265250400538	-21.1283934438151	-28.3536848296273	-2.76676651306776	-1.11567084838926	1.13531984117649	-22.839893670405	-1.14462263920862	-21.172886676009	22.353574719568	18.8009457450565	-2.61115118681985	1.80793478797897	27.0748629585794	-3.0869967328708	-8.83760130553011	26.066709362092	31.0593766178878	0.439047224779564	13.4120523311594	21.1872756414416	-0.180851636374249	0.836029322723273	1.94775869389059	14.0050443655733	21.1923110372621	0.108087088031235	1.01668190201746	5.89374039735363	15.9488890921594	17.5925959041847	-21.5382852061455	33.2381082363331	27.78462418298	-5.02857382404639	9.49471603455588	8.66325816575242	-1.91928125299406	7.06152892930822	19.1212358682495	-16.0198925494975	8.77848974776837	23.580949305572	-3.49275905763887	0.807579444034971	-35.7888326884655	-9.3870204672098	-32.4111986199238	-30.8721673018083	-29.1842344168086	-38.5156375552668	-32.4017562847565	-32.9598201694735	-22.7869998853949	-2.7269630417735	-2.25272068596874	21.3561914127652	-8.21525793193785	-29.0035628262743	-31.635233136086	-5.98998629216048	-33.5525595029176	-36.9287704578746	-32.1143170879938	-12.7494346396031	-8.73615804355357	0.172905048328118	4.64899853865163	6.51380221955183	24.5906716751177	-31.2946057738368	9.46335740257219	19.539081809926	19.4896952736021	13.7238701970313	29.3132696382355	48.1564706278179	-4.82681768355482	-13.3564933231421	14.3724779110479	17.1903363717783	48.612815357704	35.7569669984126	29.6564423518753	-35.0273101076107	-2.76303810457035	-22.5912011078737
APICAL_JUNCTION_Score	-9.47101455958068	32.8160171868228	-34.5909587167617	-13.4150584100329	-3.90270185351102	-30.7559142040154	7.6746149715563	-4.25671712718626	34.1110468811761	-35.6558449392878	-40.6658213281447	-26.5558939114759	64.8141065193884	-29.4129054746847	-23.0361501170973	-14.5853841868042	23.9068866308699	-25.9055310091768	-11.6387392632091	53.7649948671628	33.4823519634924	23.3238715567549	30.8314160807017	34.9634626590718	-15.2764060194026	-15.4239011554244	-22.0220323886714	44.5611644123723	18.4448769990304	1.54361128267697	9.06387558208631	-27.1367169385763	-14.4679467915393	17.494998015087	-36.322058235608	11.0510147906512	18.2423213554733	8.42925550794429	15.9181338550689	36.39632805753	-29.4773905588641	-5.43194804711626	8.79311900154036	-16.8162610573824	3.95980213583885	30.6130009527265	-1.35175059491345	7.88384867824127	-44.4921437498767	-20.6927528662187	-9.83296619299788	-51.2517051709357	-2.63600892458136	-3.03850326253443	18.4346134394045	20.7911633989778	-9.87641818900811	-25.1604571318825	-24.8422387620188	-4.74202609282034	-25.4758986263697	-22.1643327883131	-10.7707730104023	-10.5709491410919	-30.7441135854937	-27.2222739161837	-31.1514021221507	2.38261555273045	10.2230907520539	-25.0889810627697	-9.05104784021972	-1.09190020889577	20.6817445623363	-10.2837993709058	-10.1578594414725	8.02923063862051	22.0855321908041	-11.1479627472925	12.2991731241161	35.41351689685	-22.9330433423217	-17.0534731740512	28.8914698240975	2.8715278174924	76.0547254441926	54.2230483471981	36.9912745337478	-29.035586621556	-0.769425588084346	15.6045298183063
BILE_ACID_METABOLISM_Score	18.5615407793757	-20.3889207856136	14.3510788087844	-23.7334716644338	21.2106397518877	25.9072783845981	24.0589424082735	26.7139964430957	21.4052057684315	-15.6684679470181	-22.0035497050904	-4.47008568643311	-12.1441097895963	-0.828106902990409	32.9032489626339	30.8966455388181	8.66724234675536	43.0325323799544	24.9215801140481	4.28494375102383	37.4536323978873	17.7966565883257	-19.067700835764	23.8795251487034	21.23905998391	-20.7833956100038	6.14709488461784	-8.16811845485191	-4.73360192154534	30.1237798066772	19.5921697935298	12.4006813618012	-6.94893342729575	-0.262455686458392	12.0226006042849	7.20362185201039	32.3027203780175	5.64095510814437	1.89070803067318	4.87943486097001	-13.1997638993101	-41.5166720380749	63.3887375672457	-14.576072743506	13.3088105061235	24.4144297093921	-8.12139389211242	41.2029474774882	-52.4628683516219	-43.9858334776346	-42.1164209763158	-56.2060364591126	-50.0133952950265	-49.6141963641052	-42.8763677217929	-53.6752944992203	-61.5787091045874	18.3086009037401	9.5835684259629	26.8543560041299	0.396399184707044	-8.09388759831496	-19.3944064950952	7.52598102140138	5.09874399392518	-24.2038883576181	-21.4876401069722	0.148654744747048	8.92635405235817	1.89469451544481	17.5060085264305	10.4126561587306	23.5428721701122	-25.998184309957	22.6396710746089	6.60492024394458	19.0599017904348	31.127846906092	3.0142261621506	18.1510820011401	-31.3923148163491	-26.3630080151404	14.3315436382695	-14.3904515467389	-11.0795062796217	40.2921525819742	-3.27666493950775	-66.5801148248106	-66.7376216348685	-69.2326055335846
GLYCOLYSIS_Score	-8.20501378718653	4.37447954633972	-21.0652971679555	-6.61340374096668	7.76247563813056	-26.030971393679	-1.47915927647959	-1.2544799704738	14.88570988941	-15.5702629574916	-9.09333281828644	-0.370008661099879	62.1665399570698	13.5896991941126	-14.1928633301895	-6.57044671223546	7.12973366150755	-10.5739968623938	-4.45981373860933	-1.66363978654825	-3.92823472694336	-4.19103765197105	-6.05280877847852	-14.9875181571409	-17.2436286146874	-28.3473572129883	-17.0237108967152	-10.6960498934921	-27.1318988365537	-19.8026174488136	-20.3523670459328	-19.6633972379496	-13.3426448228489	13.8712897664085	-19.2621747882151	-18.2171886570582	1.58112299610243	16.07668234652	10.2453116392319	35.2945005178555	-20.1786532440212	-12.4416969177578	1.33110857166149	-26.1198390144174	-8.55003119451902	15.9388514792989	-16.3379819374949	23.522310088573	-43.642214465147	-43.1360028314998	-21.9522678491482	-52.8507346003957	18.5235118412986	5.15794734525909	27.4193026909351	48.3103875852496	13.3579749373534	-4.08432714118451	-8.22060870354135	0.603522682430386	-23.5438004524282	-17.1055283648374	-9.95890211812628	-9.14855542976912	-7.1121542898828	-11.4519454156824	-7.66571176953511	41.63914288359	-5.16682883667252	-3.96596791127954	6.47005992360877	14.5616049182842	10.4209495688105	-33.9485784274491	9.62101624336986	16.7170532530993	41.1400952708948	22.0568339922936	24.3411941709185	27.8185388281145	-21.0714459530779	-27.1232468015851	45.8858599119925	-12.2252452357896	113.815390410533	63.5092201643339	54.2966559858567	-38.8316159630327	-49.9847309451908	-12.8788547080268
OXIDATIVE_PHOSPHORYLATION_Score	11.6588709313112	-2.37560356362804	4.74627925557156	16.3455935423174	27.1551288969757	-16.2481032456947	44.1434864374881	52.4368647916522	42.8730099067145	0.189682539509363	-68.4608576323632	-7.16316407325976	-37.4730890664353	-64.0833794439769	8.56586609957183	29.1670310782899	17.1545236464858	26.8054645983007	-0.867911071268442	0.395569074826344	3.73185177626927	8.88533371577974	-5.19825341021028	1.89335402290357	6.67487603697463	7.56354803818365	7.51930469251446	-5.6080542033375	-11.4252861632069	13.6164096743233	9.06169407502026	12.892044368988	28.1428383549687	28.1791823947915	-9.72501359549892	-11.8884065646131	6.94175625625007	0.101804400442747	4.29878487409496	15.2147469631836	-25.6908100306016	-17.1880691495463	69.6276334739904	-29.7290727938416	9.93767243274977	44.2032461795785	-11.0911397100216	52.7271995808596	-73.2329793793495	-66.8425163599539	-64.4427304868834	-61.7397705025738	-39.8832081396789	-36.4004604731688	-38.9074192298713	-31.8694600980028	-45.3103339948602	-6.5445490358659	-13.1294191727028	3.06542115718425	-38.3672772152811	-27.5446510385555	-7.04064609041898	2.85533372033154	-6.11459686138332	-22.7112616082806	-16.2349412126351	9.45881617468031	-2.35274543803364	-5.82738562232654	3.23898825455374	17.3003106195551	15.6501644139359	-40.9363828601429	38.2185789859835	34.346682534353	45.9203147549881	66.141728188409	50.5601357146313	57.6924746625687	15.6889946258085	-14.1924084235683	3.04804873747927	11.6632453353031	12.1631451075648	45.3660234210758	-4.97793050793116	-67.6430809139866	-74.4071618080464	-72.2241396800573
P53_PATHWAY_Score	-10.9028577035699	-0.846725109460001	-25.1971784437834	18.5080305641308	-5.38478456197464	-9.68702073647632	-17.677100502494	-9.10072899502501	-2.77061112575423	-12.6507892829846	-21.3847917972915	-3.87575322427268	30.6475514147387	-15.7475131206037	-12.9050899000265	-9.67685309780904	22.2729807744516	-16.9373052403417	-11.8776370127982	30.2608402229307	27.2447105089063	3.12847792384759	24.2209953369619	30.6736884054942	-3.77332382210755	-0.827775345245547	4.46693241710475	25.4220855963558	10.9562854710031	-15.3484331917099	-0.0510773381236494	-10.1662411404583	-2.27404746838166	15.6072201253318	-27.5284427057605	14.2699561731628	15.7428157494981	5.40069317095531	11.9202449852825	30.1118435400634	-31.6532006059729	-3.71225534653823	3.82900113788385	-25.3062709065761	2.10384125859942	8.09404917198065	-10.0906050899497	-0.593653898412356	-28.2748324585589	-6.43788121482177	-11.5376090732949	-45.4286473618685	51.5362687755549	42.810420708224	63.0534896385441	82.2688375750732	44.3254688202967	-19.4323799193761	-19.7654659479835	5.31471852580112	-20.2336428185593	-24.9057677993712	14.2371755029191	-19.0608748330647	-15.682367788856	-30.8657491601866	-12.5238797209669	24.6393928943422	5.21408907417578	-1.0751652353955	-3.20423006066772	-0.757384191415853	20.5657634774634	-42.4480155293267	-22.2369830413958	-11.4228352115312	-2.42034128263264	-13.7378267793937	-4.81842853836178	20.4719083295987	-23.3225323185228	-21.0596714334352	-8.66883803233778	12.5644481271039	35.4406934842078	18.9015549534341	-15.3234705103864	-36.0825126103154	-21.026410926231	-18.381072092932
PEROXISOME_Score	0.943028373205531	-17.0030961661496	1.37431050558208	-8.58962319176466	37.8322264629549	-9.21759183782203	9.24692851945877	8.88908669714227	30.8115793049051	-4.18915498019051	-50.1868154695976	-0.170504708223206	8.71157678764472	-30.4635709617469	13.5543786547472	21.2208458910287	-3.43169723729678	31.0731380647514	34.733804189316	43.5657284526072	37.1312441885797	19.285606520645	12.4059837580086	15.8223021842253	4.54300545241246	-7.89319083825312	-6.86798094735688	18.9703647329291	-2.65476760146805	28.4856337464279	0.637331640995777	5.66285004717951	3.77361055316298	45.8072009444851	0.975949709505481	-10.0063464876607	36.0840607385487	45.6569137377563	-11.1599820150737	20.9794990016787	-28.6914474294101	-49.5738651289083	22.2671113630479	-38.9046340681338	-18.4067195328292	12.0591120070204	0.910716041719889	23.1214976672871	-68.3618507046722	-62.7691777234334	-41.9311096313932	-59.7412112147861	-52.5422440950587	-27.810185986591	-51.1999667015163	-19.402144784602	-48.6508417257941	-4.2226149362808	-10.2780219812208	5.10710197405957	-28.6729348343805	-21.7377445017434	8.45513077716759	-11.3521436339889	-3.84611884915794	-15.999660396216	-19.7774473713482	38.1737596756787	18.4386170683843	8.02800915050045	4.68920434291346	2.49230568108304	19.6741247612595	-26.7770275788739	11.6743910464013	4.04379178889522	67.1139986418056	23.0304304158516	10.8956015948594	19.0611986726561	-30.7646111097184	-33.4236309269985	18.8638833993904	-16.7001486031792	31.6563085062909	47.3828442110318	17.6403654379956	-64.4683060455872	-51.3701226167452	-50.2788590517838
PROTEIN_SECRETION_Score	8.98200591247504	29.8708101894673	-28.1323179626164	-74.7277149022511	-20.6229422552668	-29.8982034547276	9.81283272618969	-0.583424915034355	-3.15265297950709	-27.16160253682	2.25733083992708	-20.1347882249908	27.7170078003427	-1.23621457537681	-15.5276690003943	1.63269103891555	-3.56613898615625	0.970555399002255	46.1328987040312	54.7943894588772	54.4124811899784	58.1141316292795	32.4334984907128	14.6298063282438	6.18107149352625	-4.81331553431571	-5.03270389555931	28.6540279147155	7.50932332503124	1.83313500292197	60.0980680724163	9.32211596165188	13.7324649588565	2.06314620593415	-26.8231582783082	7.95101131424981	14.4937140769004	-35.4259910705604	-0.0222650265295233	-10.7369295237795	-11.7829867056138	-31.5030217217982	33.9900167183948	-27.9901103690902	20.8666619194096	23.0444400071991	-11.0523876531085	38.4739544800672	-53.8627071218458	-60.9499711521386	-53.3653961833223	-65.0572512020605	-65.9660466389231	-111.263780739666	-64.6665192568948	-60.7078274994416	-58.0129691277657	8.52307149581524	6.04710517953611	17.7976184419337	-5.00774215053795	-15.5893882644283	-26.1740875265963	-14.921766440881	1.13254204794726	-5.61852346665951	-5.52438450279721	0.0797748299378962	24.8590634527797	24.2564554920929	40.0285829292857	47.0677655390757	44.5020199439848	-63.1335795125396	12.9693807770701	31.0138080468153	6.29701549532189	22.4857430356443	35.1062359322027	26.9470056791656	-12.2401094382047	-22.8017790477514	47.8153805188808	0.409196498481426	113.45313243493	90.3378298386815	90.150142524536	-66.966746291305	-67.2770240948209	-63.4785910335811
UNFOLDED_PROTEIN_RESPONSE_Score	-12.7766471904066	48.607875547002	-48.1973126420521	-24.5083081328052	-14.395821695135	-39.0712876428668	-19.9210959674618	-21.9586198049975	-4.85524005581546	-41.004116255444	-46.908090888845	-28.6814627402407	90.761358986769	-30.3245352977883	-27.728741303975	-3.7888077699124	33.3773198494525	-6.93927307654097	28.9966794161498	51.4021882692425	45.6244502704971	0.765545230870877	9.01759030721324	14.9776885769569	-19.6721539098195	-10.2631673413643	-10.8577987618629	32.9214371420116	-28.3721944595775	-9.03395337031707	19.5344584203261	-23.8120841632768	-4.44779800264326	34.6276729846837	-48.5345912069436	-8.47508476175135	10.8623540448286	-18.6800954137233	9.1173392107466	14.0275363719561	-36.7224867347555	-17.8966241651976	-5.01080833631287	-48.4626996440334	-14.9661201302698	3.13936588274014	-1.97506127741762	17.4594495552996	-81.2575258805086	-64.3209916413225	-62.7967050101002	-90.4648072487732	18.8283282307032	6.61308871009678	2.7718343891372	63.2427038389759	30.6139553451748	-6.79674128099224	-7.64082313204703	16.5491940691998	-46.6598263224904	-43.8055038610469	10.4289025999353	-19.6192053275698	-2.76539505555911	-16.5935846819976	-7.10296182411106	31.954183001221	12.7987344073635	14.774053200742	23.2794365713899	24.6970709035983	36.6793688698292	-42.0545467334009	-2.42474564237912	33.6743997364142	34.9441789698418	20.157814727305	56.4208620770026	46.0594707265835	-43.9236826438664	-38.8027349229353	32.2819967383902	-22.2986350728256	103.753034085587	68.895272910511	49.1633821658842	-47.8824631212513	-35.0523163065631	5.1230658117997
