V1	variable	value	id_sample_cell_group	aliquot	cell_group.columnname	x_plot	cell_group	id_sample
CA9	SCT.CPT0010110013_Endothelial.cells	0.105263157894737	CPT0010110013_Endothelial.cells	CPT0010110013	Endothelial.cells	0.105263157894737	Endothelial cells	C3L-00416-T1
PCSK6	SCT.CPT0010110013_Endothelial.cells	0.368421052631579	CPT0010110013_Endothelial.cells	CPT0010110013	Endothelial.cells	0.368421052631579	Endothelial cells	C3L-00416-T1
CP	SCT.CPT0010110013_CD4..T.cells	0.0833333333333333	CPT0010110013_CD4..T.cells	CPT0010110013	CD4..T.cells	0.0833333333333333	CD4+ T-cells	C3L-00416-T1
CA9	SCT.CPT0010110013_CD4..T.cells	0.0277777777777778	CPT0010110013_CD4..T.cells	CPT0010110013	CD4..T.cells	0.0277777777777778	CD4+ T-cells	C3L-00416-T1
PCSK6	SCT.CPT0010110013_CD4..T.cells	0.0833333333333333	CPT0010110013_CD4..T.cells	CPT0010110013	CD4..T.cells	0.0833333333333333	CD4+ T-cells	C3L-00416-T1
CP	SCT.CPT0010110013_Myofibroblasts	0.615384615384615	CPT0010110013_Myofibroblasts	CPT0010110013	Myofibroblasts	0.615384615384615	Myofibroblasts	C3L-00416-T1
CA9	SCT.CPT0010110013_Myofibroblasts	0	CPT0010110013_Myofibroblasts	CPT0010110013	Myofibroblasts	0	Myofibroblasts	C3L-00416-T1
PCSK6	SCT.CPT0010110013_Myofibroblasts	0.307692307692308	CPT0010110013_Myofibroblasts	CPT0010110013	Myofibroblasts	0.307692307692308	Myofibroblasts	C3L-00416-T1
CP	SCT.CPT0010110013_NK.cells	0.0821917808219178	CPT0010110013_NK.cells	CPT0010110013	NK.cells	0.0821917808219178	NK cells	C3L-00416-T1
CA9	SCT.CPT0010110013_NK.cells	0	CPT0010110013_NK.cells	CPT0010110013	NK.cells	0	NK cells	C3L-00416-T1
PCSK6	SCT.CPT0010110013_NK.cells	0.164383561643836	CPT0010110013_NK.cells	CPT0010110013	NK.cells	0.164383561643836	NK cells	C3L-00416-T1
CP	SCT.CPT0010110013_B.cells	0.0851063829787234	CPT0010110013_B.cells	CPT0010110013	B.cells	0.0851063829787234	B-cells	C3L-00416-T1
CA9	SCT.CPT0010110013_B.cells	0.0212765957446809	CPT0010110013_B.cells	CPT0010110013	B.cells	0.0212765957446809	B-cells	C3L-00416-T1
PCSK6	SCT.CPT0010110013_B.cells	0.127659574468085	CPT0010110013_B.cells	CPT0010110013	B.cells	0.127659574468085	B-cells	C3L-00416-T1
CP	SCT.CPT0010110013_Fibroblasts	0.1	CPT0010110013_Fibroblasts	CPT0010110013	Fibroblasts	0.1	Fibroblasts	C3L-00416-T1
CA9	SCT.CPT0010110013_Fibroblasts	0.3	CPT0010110013_Fibroblasts	CPT0010110013	Fibroblasts	0.3	Fibroblasts	C3L-00416-T1
PCSK6	SCT.CPT0010110013_Fibroblasts	2.4	CPT0010110013_Fibroblasts	CPT0010110013	Fibroblasts	2.4	Fibroblasts	C3L-00416-T1
CP	SCT.CPT0010160004_Tumor.cells	0.727006311992795	CPT0010160004_Tumor.cells	CPT0010160004	Tumor.cells	0.727006311992795	Tumor cells	C3L-00448-T1
CA9	SCT.CPT0010160004_Tumor.cells	0.23917944093778	CPT0010160004_Tumor.cells	CPT0010160004	Tumor.cells	0.23917944093778	Tumor cells	C3L-00448-T1
PCSK6	SCT.CPT0010160004_Tumor.cells	1.12714156898109	CPT0010160004_Tumor.cells	CPT0010160004	Tumor.cells	1.12714156898109	Tumor cells	C3L-00448-T1
CP	SCT.CPT0010160004_Macrophages	0.0631067961165048	CPT0010160004_Macrophages	CPT0010160004	Macrophages	0.0631067961165048	Macrophages	C3L-00448-T1
CA9	SCT.CPT0010160004_Macrophages	0.029126213592233	CPT0010160004_Macrophages	CPT0010160004	Macrophages	0.029126213592233	Macrophages	C3L-00448-T1
PCSK6	SCT.CPT0010160004_Macrophages	0.0825242718446602	CPT0010160004_Macrophages	CPT0010160004	Macrophages	0.0825242718446602	Macrophages	C3L-00448-T1
CP	SCT.CPT0010160004_Fibroblasts	0.405405405405405	CPT0010160004_Fibroblasts	CPT0010160004	Fibroblasts	0.405405405405405	Fibroblasts	C3L-00448-T1
CA9	SCT.CPT0010160004_Fibroblasts	0.117117117117117	CPT0010160004_Fibroblasts	CPT0010160004	Fibroblasts	0.117117117117117	Fibroblasts	C3L-00448-T1
PCSK6	SCT.CPT0010160004_Fibroblasts	0.423423423423424	CPT0010160004_Fibroblasts	CPT0010160004	Fibroblasts	0.423423423423424	Fibroblasts	C3L-00448-T1
CP	SCT.CPT0010160004_Endothelial.cells	0.28	CPT0010160004_Endothelial.cells	CPT0010160004	Endothelial.cells	0.28	Endothelial cells	C3L-00448-T1
CA9	SCT.CPT0010160004_Endothelial.cells	0.09	CPT0010160004_Endothelial.cells	CPT0010160004	Endothelial.cells	0.09	Endothelial cells	C3L-00448-T1
PCSK6	SCT.CPT0010160004_Endothelial.cells	0.58	CPT0010160004_Endothelial.cells	CPT0010160004	Endothelial.cells	0.58	Endothelial cells	C3L-00448-T1
CP	SCT.CPT0010160004_NK.cells	0	CPT0010160004_NK.cells	CPT0010160004	NK.cells	0	NK cells	C3L-00448-T1
CA9	SCT.CPT0010160004_NK.cells	0	CPT0010160004_NK.cells	CPT0010160004	NK.cells	0	NK cells	C3L-00448-T1
PCSK6	SCT.CPT0010160004_NK.cells	0	CPT0010160004_NK.cells	CPT0010160004	NK.cells	0	NK cells	C3L-00448-T1
CP	SCT.CPT0010160004_CD4..T.cells	0	CPT0010160004_CD4..T.cells	CPT0010160004	CD4..T.cells	0	CD4+ T-cells	C3L-00448-T1
CA9	SCT.CPT0010160004_CD4..T.cells	0	CPT0010160004_CD4..T.cells	CPT0010160004	CD4..T.cells	0	CD4+ T-cells	C3L-00448-T1
PCSK6	SCT.CPT0010160004_CD4..T.cells	0	CPT0010160004_CD4..T.cells	CPT0010160004	CD4..T.cells	0	CD4+ T-cells	C3L-00448-T1
CP	SCT.CPT0010160004_DC	0	CPT0010160004_DC	CPT0010160004	DC	0	DC	C3L-00448-T1
CA9	SCT.CPT0010160004_DC	0	CPT0010160004_DC	CPT0010160004	DC	0	DC	C3L-00448-T1
PCSK6	SCT.CPT0010160004_DC	0.181818181818182	CPT0010160004_DC	CPT0010160004	DC	0.181818181818182	DC	C3L-00448-T1
CP	SCT.CPT0014450005_Macrophages	0.0211864406779661	CPT0014450005_Macrophages	CPT0014450005	Macrophages	0.0211864406779661	Macrophages	C3N-00242-T1
CA9	SCT.CPT0014450005_Macrophages	0.0190677966101695	CPT0014450005_Macrophages	CPT0014450005	Macrophages	0.0190677966101695	Macrophages	C3N-00242-T1
PCSK6	SCT.CPT0014450005_Macrophages	0.0932203389830508	CPT0014450005_Macrophages	CPT0014450005	Macrophages	0.0932203389830508	Macrophages	C3N-00242-T1
CP	SCT.CPT0014450005_Tumor.cells	0.165176223040505	CPT0014450005_Tumor.cells	CPT0014450005	Tumor.cells	0.165176223040505	Tumor cells	C3N-00242-T1
CA9	SCT.CPT0014450005_Tumor.cells	0.394003156233558	CPT0014450005_Tumor.cells	CPT0014450005	Tumor.cells	0.394003156233558	Tumor cells	C3N-00242-T1
PCSK6	SCT.CPT0014450005_Tumor.cells	1.87427669647555	CPT0014450005_Tumor.cells	CPT0014450005	Tumor.cells	1.87427669647555	Tumor cells	C3N-00242-T1
CP	SCT.CPT0014450005_CD4..T.cells	0.0151515151515151	CPT0014450005_CD4..T.cells	CPT0014450005	CD4..T.cells	0.0151515151515151	CD4+ T-cells	C3N-00242-T1
CA9	SCT.CPT0014450005_CD4..T.cells	0.0151515151515151	CPT0014450005_CD4..T.cells	CPT0014450005	CD4..T.cells	0.0151515151515151	CD4+ T-cells	C3N-00242-T1
PCSK6	SCT.CPT0014450005_CD4..T.cells	0.0909090909090909	CPT0014450005_CD4..T.cells	CPT0014450005	CD4..T.cells	0.0909090909090909	CD4+ T-cells	C3N-00242-T1
CP	SCT.CPT0014450005_NK.cells	0	CPT0014450005_NK.cells	CPT0014450005	NK.cells	0	NK cells	C3N-00242-T1
CA9	SCT.CPT0014450005_NK.cells	0	CPT0014450005_NK.cells	CPT0014450005	NK.cells	0	NK cells	C3N-00242-T1
PCSK6	SCT.CPT0014450005_NK.cells	0.131578947368421	CPT0014450005_NK.cells	CPT0014450005	NK.cells	0.131578947368421	NK cells	C3N-00242-T1
CP	SCT.CPT0014450005_Endothelial.cells	0.181818181818182	CPT0014450005_Endothelial.cells	CPT0014450005	Endothelial.cells	0.181818181818182	Endothelial cells	C3N-00242-T1
CA9	SCT.CPT0014450005_Endothelial.cells	0.272727272727273	CPT0014450005_Endothelial.cells	CPT0014450005	Endothelial.cells	0.272727272727273	Endothelial cells	C3N-00242-T1
PCSK6	SCT.CPT0014450005_Endothelial.cells	0.909090909090909	CPT0014450005_Endothelial.cells	CPT0014450005	Endothelial.cells	0.909090909090909	Endothelial cells	C3N-00242-T1
CP	SCT.CPT0015810004_Tumor.cells	1.17498699947997	CPT0015810004_Tumor.cells	CPT0015810004	Tumor.cells	1.17498699947997	Tumor cells	C3L-00813-T1
CA9	SCT.CPT0015810004_Tumor.cells	0.266250650025998	CPT0015810004_Tumor.cells	CPT0015810004	Tumor.cells	0.266250650025998	Tumor cells	C3L-00813-T1
PCSK6	SCT.CPT0015810004_Tumor.cells	2.65600624024957	CPT0015810004_Tumor.cells	CPT0015810004	Tumor.cells	2.65600624024957	Tumor cells	C3L-00813-T1
CP	SCT.CPT0015810004_Macrophages	0.0905044510385756	CPT0015810004_Macrophages	CPT0015810004	Macrophages	0.0905044510385756	Macrophages	C3L-00813-T1
CA9	SCT.CPT0015810004_Macrophages	0.0178041543026706	CPT0015810004_Macrophages	CPT0015810004	Macrophages	0.0178041543026706	Macrophages	C3L-00813-T1
PCSK6	SCT.CPT0015810004_Macrophages	0.13353115727003	CPT0015810004_Macrophages	CPT0015810004	Macrophages	0.13353115727003	Macrophages	C3L-00813-T1
CP	SCT.CPT0015810004_CD4..T.cells	0.0522088353413654	CPT0015810004_CD4..T.cells	CPT0015810004	CD4..T.cells	0.0522088353413654	CD4+ T-cells	C3L-00813-T1
CA9	SCT.CPT0015810004_CD4..T.cells	0.00401606425702811	CPT0015810004_CD4..T.cells	CPT0015810004	CD4..T.cells	0.00401606425702811	CD4+ T-cells	C3L-00813-T1
PCSK6	SCT.CPT0015810004_CD4..T.cells	0.112449799196787	CPT0015810004_CD4..T.cells	CPT0015810004	CD4..T.cells	0.112449799196787	CD4+ T-cells	C3L-00813-T1
CP	SCT.CPT0015810004_DC	0.03125	CPT0015810004_DC	CPT0015810004	DC	0.03125	DC	C3L-00813-T1
CA9	SCT.CPT0015810004_DC	0	CPT0015810004_DC	CPT0015810004	DC	0	DC	C3L-00813-T1
PCSK6	SCT.CPT0015810004_DC	0.15625	CPT0015810004_DC	CPT0015810004	DC	0.15625	DC	C3L-00813-T1
CP	SCT.CPT0015810004_CD8..T.cells	0.0588235294117647	CPT0015810004_CD8..T.cells	CPT0015810004	CD8..T.cells	0.0588235294117647	CD8+ T-cells	C3L-00813-T1
CA9	SCT.CPT0015810004_CD8..T.cells	0	CPT0015810004_CD8..T.cells	CPT0015810004	CD8..T.cells	0	CD8+ T-cells	C3L-00813-T1
PCSK6	SCT.CPT0015810004_CD8..T.cells	0.0882352941176471	CPT0015810004_CD8..T.cells	CPT0015810004	CD8..T.cells	0.0882352941176471	CD8+ T-cells	C3L-00813-T1
CP	SCT.CPT0015810004_Endothelial.cells	0.197802197802198	CPT0015810004_Endothelial.cells	CPT0015810004	Endothelial.cells	0.197802197802198	Endothelial cells	C3L-00813-T1
CA9	SCT.CPT0015810004_Endothelial.cells	0.0659340659340659	CPT0015810004_Endothelial.cells	CPT0015810004	Endothelial.cells	0.0659340659340659	Endothelial cells	C3L-00813-T1
PCSK6	SCT.CPT0015810004_Endothelial.cells	0.967032967032967	CPT0015810004_Endothelial.cells	CPT0015810004	Endothelial.cells	0.967032967032967	Endothelial cells	C3L-00813-T1
CP	SCT.CPT0015810004_Fibroblasts	0.22	CPT0015810004_Fibroblasts	CPT0015810004	Fibroblasts	0.22	Fibroblasts	C3L-00813-T1
CA9	SCT.CPT0015810004_Fibroblasts	0.07	CPT0015810004_Fibroblasts	CPT0015810004	Fibroblasts	0.07	Fibroblasts	C3L-00813-T1
PCSK6	SCT.CPT0015810004_Fibroblasts	0.56	CPT0015810004_Fibroblasts	CPT0015810004	Fibroblasts	0.56	Fibroblasts	C3L-00813-T1
CP	SCT.CPT0015810004_B.cells	0.153846153846154	CPT0015810004_B.cells	CPT0015810004	B.cells	0.153846153846154	B-cells	C3L-00813-T1
CA9	SCT.CPT0015810004_B.cells	0	CPT0015810004_B.cells	CPT0015810004	B.cells	0	B-cells	C3L-00813-T1
PCSK6	SCT.CPT0015810004_B.cells	0	CPT0015810004_B.cells	CPT0015810004	B.cells	0	B-cells	C3L-00813-T1
CP	SCT.CPT0015810004_NK.cells	0.117647058823529	CPT0015810004_NK.cells	CPT0015810004	NK.cells	0.117647058823529	NK cells	C3L-00813-T1
CA9	SCT.CPT0015810004_NK.cells	0	CPT0015810004_NK.cells	CPT0015810004	NK.cells	0	NK cells	C3L-00813-T1
PCSK6	SCT.CPT0015810004_NK.cells	0.117647058823529	CPT0015810004_NK.cells	CPT0015810004	NK.cells	0.117647058823529	NK cells	C3L-00813-T1
CP	SCT.CPT0019130004_Tumor.cells	1.11996667592336	CPT0019130004_Tumor.cells	CPT0019130004	Tumor.cells	1.11996667592336	Tumor cells	C3L-00583-T1
CA9	SCT.CPT0019130004_Tumor.cells	0.51735628991946	CPT0019130004_Tumor.cells	CPT0019130004	Tumor.cells	0.51735628991946	Tumor cells	C3L-00583-T1
PCSK6	SCT.CPT0019130004_Tumor.cells	1.77006387114695	CPT0019130004_Tumor.cells	CPT0019130004	Tumor.cells	1.77006387114695	Tumor cells	C3L-00583-T1
CP	SCT.CPT0019130004_NK.cells	0.428571428571429	CPT0019130004_NK.cells	CPT0019130004	NK.cells	0.428571428571429	NK cells	C3L-00583-T1
CA9	SCT.CPT0019130004_NK.cells	0	CPT0019130004_NK.cells	CPT0019130004	NK.cells	0	NK cells	C3L-00583-T1
PCSK6	SCT.CPT0019130004_NK.cells	0.0714285714285714	CPT0019130004_NK.cells	CPT0019130004	NK.cells	0.0714285714285714	NK cells	C3L-00583-T1
CP	SCT.CPT0019130004_Macrophages	0.0592592592592592	CPT0019130004_Macrophages	CPT0019130004	Macrophages	0.0592592592592592	Macrophages	C3L-00583-T1
CA9	SCT.CPT0019130004_Macrophages	0.0518518518518518	CPT0019130004_Macrophages	CPT0019130004	Macrophages	0.0518518518518518	Macrophages	C3L-00583-T1
PCSK6	SCT.CPT0019130004_Macrophages	0.0666666666666667	CPT0019130004_Macrophages	CPT0019130004	Macrophages	0.0666666666666667	Macrophages	C3L-00583-T1
CP	SCT.CPT0019130004_Endothelial.cells	0.0833333333333333	CPT0019130004_Endothelial.cells	CPT0019130004	Endothelial.cells	0.0833333333333333	Endothelial cells	C3L-00583-T1
CA9	SCT.CPT0019130004_Endothelial.cells	0.125	CPT0019130004_Endothelial.cells	CPT0019130004	Endothelial.cells	0.125	Endothelial cells	C3L-00583-T1
PCSK6	SCT.CPT0019130004_Endothelial.cells	0.75	CPT0019130004_Endothelial.cells	CPT0019130004	Endothelial.cells	0.75	Endothelial cells	C3L-00583-T1
CP	SCT.CPT0019130004_Myofibroblasts	0.166666666666667	CPT0019130004_Myofibroblasts	CPT0019130004	Myofibroblasts	0.166666666666667	Myofibroblasts	C3L-00583-T1
CA9	SCT.CPT0019130004_Myofibroblasts	0.111111111111111	CPT0019130004_Myofibroblasts	CPT0019130004	Myofibroblasts	0.111111111111111	Myofibroblasts	C3L-00583-T1
PCSK6	SCT.CPT0019130004_Myofibroblasts	0.5	CPT0019130004_Myofibroblasts	CPT0019130004	Myofibroblasts	0.5	Myofibroblasts	C3L-00583-T1
CP	SCT.CPT0019130004_CD4..T.cells	0.0909090909090909	CPT0019130004_CD4..T.cells	CPT0019130004	CD4..T.cells	0.0909090909090909	CD4+ T-cells	C3L-00583-T1
CA9	SCT.CPT0019130004_CD4..T.cells	0.0454545454545455	CPT0019130004_CD4..T.cells	CPT0019130004	CD4..T.cells	0.0454545454545455	CD4+ T-cells	C3L-00583-T1
PCSK6	SCT.CPT0019130004_CD4..T.cells	0	CPT0019130004_CD4..T.cells	CPT0019130004	CD4..T.cells	0	CD4+ T-cells	C3L-00583-T1
CP	SCT.CPT0020120013_Macrophages	0.693254136614345	CPT0020120013_Macrophages	CPT0020120013	Macrophages	0.693254136614345	Macrophages	C3N-00177-T1
CA9	SCT.CPT0020120013_Macrophages	0.0148493848112007	CPT0020120013_Macrophages	CPT0020120013	Macrophages	0.0148493848112007	Macrophages	C3N-00177-T1
PCSK6	SCT.CPT0020120013_Macrophages	0.0644887568943573	CPT0020120013_Macrophages	CPT0020120013	Macrophages	0.0644887568943573	Macrophages	C3N-00177-T1
CP	SCT.CPT0020120013_DC	0.555555555555556	CPT0020120013_DC	CPT0020120013	DC	0.555555555555556	DC	C3N-00177-T1
CA9	SCT.CPT0020120013_DC	0	CPT0020120013_DC	CPT0020120013	DC	0	DC	C3N-00177-T1
PCSK6	SCT.CPT0020120013_DC	0	CPT0020120013_DC	CPT0020120013	DC	0	DC	C3N-00177-T1
CP	SCT.CPT0020120013_CD8..T.cells	0.294117647058824	CPT0020120013_CD8..T.cells	CPT0020120013	CD8..T.cells	0.294117647058824	CD8+ T-cells	C3N-00177-T1
CA9	SCT.CPT0020120013_CD8..T.cells	0	CPT0020120013_CD8..T.cells	CPT0020120013	CD8..T.cells	0	CD8+ T-cells	C3N-00177-T1
PCSK6	SCT.CPT0020120013_CD8..T.cells	0.0135746606334842	CPT0020120013_CD8..T.cells	CPT0020120013	CD8..T.cells	0.0135746606334842	CD8+ T-cells	C3N-00177-T1
CP	SCT.CPT0020120013_Tumor.cells	4.8481619605754	CPT0020120013_Tumor.cells	CPT0020120013	Tumor.cells	4.8481619605754	Tumor cells	C3N-00177-T1
CA9	SCT.CPT0020120013_Tumor.cells	0.160362280234417	CPT0020120013_Tumor.cells	CPT0020120013	Tumor.cells	0.160362280234417	Tumor cells	C3N-00177-T1
PCSK6	SCT.CPT0020120013_Tumor.cells	0.592434736281299	CPT0020120013_Tumor.cells	CPT0020120013	Tumor.cells	0.592434736281299	Tumor cells	C3N-00177-T1
CP	SCT.CPT0020120013_B.cells	0.344827586206896	CPT0020120013_B.cells	CPT0020120013	B.cells	0.344827586206896	B-cells	C3N-00177-T1
CA9	SCT.CPT0020120013_B.cells	0.0344827586206897	CPT0020120013_B.cells	CPT0020120013	B.cells	0.0344827586206897	B-cells	C3N-00177-T1
PCSK6	SCT.CPT0020120013_B.cells	0	CPT0020120013_B.cells	CPT0020120013	B.cells	0	B-cells	C3N-00177-T1
CP	SCT.CPT0020120013_CD4..T.cells	0.442528735632184	CPT0020120013_CD4..T.cells	CPT0020120013	CD4..T.cells	0.442528735632184	CD4+ T-cells	C3N-00177-T1
CA9	SCT.CPT0020120013_CD4..T.cells	0	CPT0020120013_CD4..T.cells	CPT0020120013	CD4..T.cells	0	CD4+ T-cells	C3N-00177-T1
PCSK6	SCT.CPT0020120013_CD4..T.cells	0.028735632183908	CPT0020120013_CD4..T.cells	CPT0020120013	CD4..T.cells	0.028735632183908	CD4+ T-cells	C3N-00177-T1
CP	SCT.CPT0020120013_Endothelial.cells	0.857142857142857	CPT0020120013_Endothelial.cells	CPT0020120013	Endothelial.cells	0.857142857142857	Endothelial cells	C3N-00177-T1
CA9	SCT.CPT0020120013_Endothelial.cells	0.0476190476190476	CPT0020120013_Endothelial.cells	CPT0020120013	Endothelial.cells	0.0476190476190476	Endothelial cells	C3N-00177-T1
PCSK6	SCT.CPT0020120013_Endothelial.cells	0.333333333333333	CPT0020120013_Endothelial.cells	CPT0020120013	Endothelial.cells	0.333333333333333	Endothelial cells	C3N-00177-T1
CP	SCT.CPT0020120013_Proximal.tubule	0.803030303030303	CPT0020120013_Proximal.tubule	CPT0020120013	Proximal.tubule	0.803030303030303	Proximal tubule	C3N-00177-T1
CA9	SCT.CPT0020120013_Proximal.tubule	0	CPT0020120013_Proximal.tubule	CPT0020120013	Proximal.tubule	0	Proximal tubule	C3N-00177-T1
PCSK6	SCT.CPT0020120013_Proximal.tubule	0.0303030303030303	CPT0020120013_Proximal.tubule	CPT0020120013	Proximal.tubule	0.0303030303030303	Proximal tubule	C3N-00177-T1
CP	SCT.CPT0020120013_NK.cells	0.05	CPT0020120013_NK.cells	CPT0020120013	NK.cells	0.05	NK cells	C3N-00177-T1
CA9	SCT.CPT0020120013_NK.cells	0.1	CPT0020120013_NK.cells	CPT0020120013	NK.cells	0.1	NK cells	C3N-00177-T1
PCSK6	SCT.CPT0020120013_NK.cells	0.2	CPT0020120013_NK.cells	CPT0020120013	NK.cells	0.2	NK cells	C3N-00177-T1
CP	SCT.CPT0020120013_Myofibroblasts	0.428571428571429	CPT0020120013_Myofibroblasts	CPT0020120013	Myofibroblasts	0.428571428571429	Myofibroblasts	C3N-00177-T1
CA9	SCT.CPT0020120013_Myofibroblasts	0	CPT0020120013_Myofibroblasts	CPT0020120013	Myofibroblasts	0	Myofibroblasts	C3N-00177-T1
PCSK6	SCT.CPT0020120013_Myofibroblasts	0.214285714285714	CPT0020120013_Myofibroblasts	CPT0020120013	Myofibroblasts	0.214285714285714	Myofibroblasts	C3N-00177-T1
CP	SCT.CPT0020120013_Fibroblasts	4.41666666666667	CPT0020120013_Fibroblasts	CPT0020120013	Fibroblasts	4.41666666666667	Fibroblasts	C3N-00177-T1
CA9	SCT.CPT0020120013_Fibroblasts	0.0833333333333333	CPT0020120013_Fibroblasts	CPT0020120013	Fibroblasts	0.0833333333333333	Fibroblasts	C3N-00177-T1
PCSK6	SCT.CPT0020120013_Fibroblasts	0.5	CPT0020120013_Fibroblasts	CPT0020120013	Fibroblasts	0.5	Fibroblasts	C3N-00177-T1
CP	SCT.CPT0023690004_Tumor.cells	0.593839835728949	CPT0023690004_Tumor.cells	CPT0023690004	Tumor.cells	0.593839835728949	Tumor cells	C3L-00917-T1
CA9	SCT.CPT0023690004_Tumor.cells	0.229979466119097	CPT0023690004_Tumor.cells	CPT0023690004	Tumor.cells	0.229979466119097	Tumor cells	C3L-00917-T1
PCSK6	SCT.CPT0023690004_Tumor.cells	1.18644763860369	CPT0023690004_Tumor.cells	CPT0023690004	Tumor.cells	1.18644763860369	Tumor cells	C3L-00917-T1
CP	SCT.CPT0023690004_CD4..T.cells	0.0517241379310345	CPT0023690004_CD4..T.cells	CPT0023690004	CD4..T.cells	0.0517241379310345	CD4+ T-cells	C3L-00917-T1
CA9	SCT.CPT0023690004_CD4..T.cells	0.0344827586206896	CPT0023690004_CD4..T.cells	CPT0023690004	CD4..T.cells	0.0344827586206896	CD4+ T-cells	C3L-00917-T1
PCSK6	SCT.CPT0023690004_CD4..T.cells	0.0517241379310345	CPT0023690004_CD4..T.cells	CPT0023690004	CD4..T.cells	0.0517241379310345	CD4+ T-cells	C3L-00917-T1
CP	SCT.CPT0023690004_Macrophages	0.0537313432835821	CPT0023690004_Macrophages	CPT0023690004	Macrophages	0.0537313432835821	Macrophages	C3L-00917-T1
CA9	SCT.CPT0023690004_Macrophages	0.0298507462686567	CPT0023690004_Macrophages	CPT0023690004	Macrophages	0.0298507462686567	Macrophages	C3L-00917-T1
PCSK6	SCT.CPT0023690004_Macrophages	0.104477611940298	CPT0023690004_Macrophages	CPT0023690004	Macrophages	0.104477611940298	Macrophages	C3L-00917-T1
CP	SCT.CPT0023690004_DC	0	CPT0023690004_DC	CPT0023690004	DC	0	DC	C3L-00917-T1
CA9	SCT.CPT0023690004_DC	0.0232558139534884	CPT0023690004_DC	CPT0023690004	DC	0.0232558139534884	DC	C3L-00917-T1
PCSK6	SCT.CPT0023690004_DC	0.13953488372093	CPT0023690004_DC	CPT0023690004	DC	0.13953488372093	DC	C3L-00917-T1
CP	SCT.CPT0023690004_B.cells	0	CPT0023690004_B.cells	CPT0023690004	B.cells	0	B-cells	C3L-00917-T1
CA9	SCT.CPT0023690004_B.cells	0	CPT0023690004_B.cells	CPT0023690004	B.cells	0	B-cells	C3L-00917-T1
PCSK6	SCT.CPT0023690004_B.cells	0	CPT0023690004_B.cells	CPT0023690004	B.cells	0	B-cells	C3L-00917-T1
CP	SCT.CPT0023690004_Fibroblasts	0.277777777777778	CPT0023690004_Fibroblasts	CPT0023690004	Fibroblasts	0.277777777777778	Fibroblasts	C3L-00917-T1
CA9	SCT.CPT0023690004_Fibroblasts	0.222222222222222	CPT0023690004_Fibroblasts	CPT0023690004	Fibroblasts	0.222222222222222	Fibroblasts	C3L-00917-T1
PCSK6	SCT.CPT0023690004_Fibroblasts	0.888888888888889	CPT0023690004_Fibroblasts	CPT0023690004	Fibroblasts	0.888888888888889	Fibroblasts	C3L-00917-T1
CP	SCT.CPT0023690004_NK.cells	0.214285714285714	CPT0023690004_NK.cells	CPT0023690004	NK.cells	0.214285714285714	NK cells	C3L-00917-T1
CA9	SCT.CPT0023690004_NK.cells	0	CPT0023690004_NK.cells	CPT0023690004	NK.cells	0	NK cells	C3L-00917-T1
PCSK6	SCT.CPT0023690004_NK.cells	0	CPT0023690004_NK.cells	CPT0023690004	NK.cells	0	NK cells	C3L-00917-T1
CP	SCT.CPT0023690004_Endothelial.cells	0.125	CPT0023690004_Endothelial.cells	CPT0023690004	Endothelial.cells	0.125	Endothelial cells	C3L-00917-T1
CA9	SCT.CPT0023690004_Endothelial.cells	0	CPT0023690004_Endothelial.cells	CPT0023690004	Endothelial.cells	0	Endothelial cells	C3L-00917-T1
PCSK6	SCT.CPT0023690004_Endothelial.cells	1	CPT0023690004_Endothelial.cells	CPT0023690004	Endothelial.cells	1	Endothelial cells	C3L-00917-T1
CP	SCT.CPT0023690004_CD8..T.cells	0.214285714285714	CPT0023690004_CD8..T.cells	CPT0023690004	CD8..T.cells	0.214285714285714	CD8+ T-cells	C3L-00917-T1
CA9	SCT.CPT0023690004_CD8..T.cells	0	CPT0023690004_CD8..T.cells	CPT0023690004	CD8..T.cells	0	CD8+ T-cells	C3L-00917-T1
PCSK6	SCT.CPT0023690004_CD8..T.cells	0	CPT0023690004_CD8..T.cells	CPT0023690004	CD8..T.cells	0	CD8+ T-cells	C3L-00917-T1
CP	SCT.CPT0025110004_Tumor.cells	1.54503033131125	CPT0025110004_Tumor.cells	CPT0025110004	Tumor.cells	1.54503033131125	Tumor cells	C3L-00610-T1
CA9	SCT.CPT0025110004_Tumor.cells	0.368875408306113	CPT0025110004_Tumor.cells	CPT0025110004	Tumor.cells	0.368875408306113	Tumor cells	C3L-00610-T1
PCSK6	SCT.CPT0025110004_Tumor.cells	4.80307979468055	CPT0025110004_Tumor.cells	CPT0025110004	Tumor.cells	4.80307979468055	Tumor cells	C3L-00610-T1
CP	SCT.CPT0025110004_Macrophages	0.113902847571189	CPT0025110004_Macrophages	CPT0025110004	Macrophages	0.113902847571189	Macrophages	C3L-00610-T1
CA9	SCT.CPT0025110004_Macrophages	0.0150753768844221	CPT0025110004_Macrophages	CPT0025110004	Macrophages	0.0150753768844221	Macrophages	C3L-00610-T1
PCSK6	SCT.CPT0025110004_Macrophages	0.271356783919598	CPT0025110004_Macrophages	CPT0025110004	Macrophages	0.271356783919598	Macrophages	C3L-00610-T1
CP	SCT.CPT0025110004_CD4..T.cells	0.145833333333333	CPT0025110004_CD4..T.cells	CPT0025110004	CD4..T.cells	0.145833333333333	CD4+ T-cells	C3L-00610-T1
