V1	variable	value	id_sample_cell_group	aliquot	cell_group.columnname	x_plot	cell_group	id_sample
PCSK6	SCT.CPT0075140002_Proximal.tubule	0.2	CPT0075140002_Proximal.tubule	CPT0075140002	Proximal.tubule	0.2	Proximal tubule	C3N-01200-T2
CP	SCT.CPT0075170013_Principle.cells	0.0109289617486339	CPT0075170013_Principle.cells	CPT0075170013	Principle.cells	0.0109289617486339	Principle cells	C3N-01200-N
CA9	SCT.CPT0075170013_Principle.cells	0	CPT0075170013_Principle.cells	CPT0075170013	Principle.cells	0	Principle cells	C3N-01200-N
PCSK6	SCT.CPT0075170013_Principle.cells	0.0655737704918033	CPT0075170013_Principle.cells	CPT0075170013	Principle.cells	0.0655737704918033	Principle cells	C3N-01200-N
CP	SCT.CPT0075170013_Loop.of.Henle	0.0973254086181277	CPT0075170013_Loop.of.Henle	CPT0075170013	Loop.of.Henle	0.0973254086181277	Loop of Henle	C3N-01200-N
CA9	SCT.CPT0075170013_Loop.of.Henle	0.00148588410104012	CPT0075170013_Loop.of.Henle	CPT0075170013	Loop.of.Henle	0.00148588410104012	Loop of Henle	C3N-01200-N
PCSK6	SCT.CPT0075170013_Loop.of.Henle	0.444279346210994	CPT0075170013_Loop.of.Henle	CPT0075170013	Loop.of.Henle	0.444279346210994	Loop of Henle	C3N-01200-N
CP	SCT.CPT0075170013_Proximal.tubule	0.0152027027027027	CPT0075170013_Proximal.tubule	CPT0075170013	Proximal.tubule	0.0152027027027027	Proximal tubule	C3N-01200-N
CA9	SCT.CPT0075170013_Proximal.tubule	0	CPT0075170013_Proximal.tubule	CPT0075170013	Proximal.tubule	0	Proximal tubule	C3N-01200-N
PCSK6	SCT.CPT0075170013_Proximal.tubule	0.0540540540540541	CPT0075170013_Proximal.tubule	CPT0075170013	Proximal.tubule	0.0540540540540541	Proximal tubule	C3N-01200-N
CP	SCT.CPT0075170013_Fibroblasts	0	CPT0075170013_Fibroblasts	CPT0075170013	Fibroblasts	0	Fibroblasts	C3N-01200-N
CA9	SCT.CPT0075170013_Fibroblasts	0	CPT0075170013_Fibroblasts	CPT0075170013	Fibroblasts	0	Fibroblasts	C3N-01200-N
PCSK6	SCT.CPT0075170013_Fibroblasts	0.0526315789473684	CPT0075170013_Fibroblasts	CPT0075170013	Fibroblasts	0.0526315789473684	Fibroblasts	C3N-01200-N
CP	SCT.CPT0075170013_Macrophages	0	CPT0075170013_Macrophages	CPT0075170013	Macrophages	0	Macrophages	C3N-01200-N
CA9	SCT.CPT0075170013_Macrophages	0	CPT0075170013_Macrophages	CPT0075170013	Macrophages	0	Macrophages	C3N-01200-N
PCSK6	SCT.CPT0075170013_Macrophages	0	CPT0075170013_Macrophages	CPT0075170013	Macrophages	0	Macrophages	C3N-01200-N
CP	SCT.CPT0075170013_Intercalated.cells	0	CPT0075170013_Intercalated.cells	CPT0075170013	Intercalated.cells	0	Intercalated cells	C3N-01200-N
CA9	SCT.CPT0075170013_Intercalated.cells	0	CPT0075170013_Intercalated.cells	CPT0075170013	Intercalated.cells	0	Intercalated cells	C3N-01200-N
PCSK6	SCT.CPT0075170013_Intercalated.cells	0.369565217391304	CPT0075170013_Intercalated.cells	CPT0075170013	Intercalated.cells	0.369565217391304	Intercalated cells	C3N-01200-N
CP	SCT.CPT0075170013_Endothelial.cells	0	CPT0075170013_Endothelial.cells	CPT0075170013	Endothelial.cells	0	Endothelial cells	C3N-01200-N
CA9	SCT.CPT0075170013_Endothelial.cells	0	CPT0075170013_Endothelial.cells	CPT0075170013	Endothelial.cells	0	Endothelial cells	C3N-01200-N
PCSK6	SCT.CPT0075170013_Endothelial.cells	0.769230769230769	CPT0075170013_Endothelial.cells	CPT0075170013	Endothelial.cells	0.769230769230769	Endothelial cells	C3N-01200-N
CP	SCT.CPT0075720013_Tumor.cells	0.152348224513173	CPT0075720013_Tumor.cells	CPT0075720013	Tumor.cells	0.152348224513173	Tumor cells	C3N-01213-T1
CA9	SCT.CPT0075720013_Tumor.cells	0.216494845360826	CPT0075720013_Tumor.cells	CPT0075720013	Tumor.cells	0.216494845360826	Tumor cells	C3N-01213-T1
PCSK6	SCT.CPT0075720013_Tumor.cells	1.9492172584956	CPT0075720013_Tumor.cells	CPT0075720013	Tumor.cells	1.9492172584956	Tumor cells	C3N-01213-T1
CP	SCT.CPT0075720013_Proximal.tubule	0.348484848484849	CPT0075720013_Proximal.tubule	CPT0075720013	Proximal.tubule	0.348484848484849	Proximal tubule	C3N-01213-T1
CA9	SCT.CPT0075720013_Proximal.tubule	0.0303030303030303	CPT0075720013_Proximal.tubule	CPT0075720013	Proximal.tubule	0.0303030303030303	Proximal tubule	C3N-01213-T1
PCSK6	SCT.CPT0075720013_Proximal.tubule	0.272727272727273	CPT0075720013_Proximal.tubule	CPT0075720013	Proximal.tubule	0.272727272727273	Proximal tubule	C3N-01213-T1
CP	SCT.CPT0075720013_Loop.of.Henle	0.0148148148148148	CPT0075720013_Loop.of.Henle	CPT0075720013	Loop.of.Henle	0.0148148148148148	Loop of Henle	C3N-01213-T1
CA9	SCT.CPT0075720013_Loop.of.Henle	0.0592592592592592	CPT0075720013_Loop.of.Henle	CPT0075720013	Loop.of.Henle	0.0592592592592592	Loop of Henle	C3N-01213-T1
PCSK6	SCT.CPT0075720013_Loop.of.Henle	0.177777777777778	CPT0075720013_Loop.of.Henle	CPT0075720013	Loop.of.Henle	0.177777777777778	Loop of Henle	C3N-01213-T1
CP	SCT.CPT0075720013_Macrophages	0.0233918128654971	CPT0075720013_Macrophages	CPT0075720013	Macrophages	0.0233918128654971	Macrophages	C3N-01213-T1
CA9	SCT.CPT0075720013_Macrophages	0	CPT0075720013_Macrophages	CPT0075720013	Macrophages	0	Macrophages	C3N-01213-T1
PCSK6	SCT.CPT0075720013_Macrophages	0.216374269005848	CPT0075720013_Macrophages	CPT0075720013	Macrophages	0.216374269005848	Macrophages	C3N-01213-T1
CP	SCT.CPT0075720013_Endothelial.cells	0.105882352941176	CPT0075720013_Endothelial.cells	CPT0075720013	Endothelial.cells	0.105882352941176	Endothelial cells	C3N-01213-T1
CA9	SCT.CPT0075720013_Endothelial.cells	0.0705882352941176	CPT0075720013_Endothelial.cells	CPT0075720013	Endothelial.cells	0.0705882352941176	Endothelial cells	C3N-01213-T1
PCSK6	SCT.CPT0075720013_Endothelial.cells	0.552941176470588	CPT0075720013_Endothelial.cells	CPT0075720013	Endothelial.cells	0.552941176470588	Endothelial cells	C3N-01213-T1
CP	SCT.CPT0075720013_Podocytes	0	CPT0075720013_Podocytes	CPT0075720013	Podocytes	0	Podocytes	C3N-01213-T1
CA9	SCT.CPT0075720013_Podocytes	0	CPT0075720013_Podocytes	CPT0075720013	Podocytes	0	Podocytes	C3N-01213-T1
PCSK6	SCT.CPT0075720013_Podocytes	0.4	CPT0075720013_Podocytes	CPT0075720013	Podocytes	0.4	Podocytes	C3N-01213-T1
CP	SCT.CPT0075720013_Distal.convoluted.tubule	0.125	CPT0075720013_Distal.convoluted.tubule	CPT0075720013	Distal.convoluted.tubule	0.125	Distal convoluted tubule	C3N-01213-T1
CA9	SCT.CPT0075720013_Distal.convoluted.tubule	0.0357142857142857	CPT0075720013_Distal.convoluted.tubule	CPT0075720013	Distal.convoluted.tubule	0.0357142857142857	Distal convoluted tubule	C3N-01213-T1
PCSK6	SCT.CPT0075720013_Distal.convoluted.tubule	0.696428571428571	CPT0075720013_Distal.convoluted.tubule	CPT0075720013	Distal.convoluted.tubule	0.696428571428571	Distal convoluted tubule	C3N-01213-T1
CP	SCT.CPT0075720013_Intercalated.cells	0	CPT0075720013_Intercalated.cells	CPT0075720013	Intercalated.cells	0	Intercalated cells	C3N-01213-T1
CA9	SCT.CPT0075720013_Intercalated.cells	0	CPT0075720013_Intercalated.cells	CPT0075720013	Intercalated.cells	0	Intercalated cells	C3N-01213-T1
PCSK6	SCT.CPT0075720013_Intercalated.cells	0.481481481481481	CPT0075720013_Intercalated.cells	CPT0075720013	Intercalated.cells	0.481481481481481	Intercalated cells	C3N-01213-T1
CP	SCT.CPT0075720013_DC	0	CPT0075720013_DC	CPT0075720013	DC	0	DC	C3N-01213-T1
CA9	SCT.CPT0075720013_DC	0	CPT0075720013_DC	CPT0075720013	DC	0	DC	C3N-01213-T1
PCSK6	SCT.CPT0075720013_DC	0	CPT0075720013_DC	CPT0075720013	DC	0	DC	C3N-01213-T1
CP	SCT.CPT0078510004_Tumor.cells	1.09494872768705	CPT0078510004_Tumor.cells	CPT0078510004	Tumor.cells	1.09494872768705	Tumor cells	C3N-00495-T1
CA9	SCT.CPT0078510004_Tumor.cells	0.145461450816559	CPT0078510004_Tumor.cells	CPT0078510004	Tumor.cells	0.145461450816559	Tumor cells	C3N-00495-T1
PCSK6	SCT.CPT0078510004_Tumor.cells	1.99430307633879	CPT0078510004_Tumor.cells	CPT0078510004	Tumor.cells	1.99430307633879	Tumor cells	C3N-00495-T1
CP	SCT.CPT0078510004_Macrophages	0.108635097493036	CPT0078510004_Macrophages	CPT0078510004	Macrophages	0.108635097493036	Macrophages	C3N-00495-T1
CA9	SCT.CPT0078510004_Macrophages	0.016016713091922	CPT0078510004_Macrophages	CPT0078510004	Macrophages	0.016016713091922	Macrophages	C3N-00495-T1
PCSK6	SCT.CPT0078510004_Macrophages	0.158077994428969	CPT0078510004_Macrophages	CPT0078510004	Macrophages	0.158077994428969	Macrophages	C3N-00495-T1
CP	SCT.CPT0078510004_NK.cells	0.0408163265306122	CPT0078510004_NK.cells	CPT0078510004	NK.cells	0.0408163265306122	NK cells	C3N-00495-T1
CA9	SCT.CPT0078510004_NK.cells	0	CPT0078510004_NK.cells	CPT0078510004	NK.cells	0	NK cells	C3N-00495-T1
PCSK6	SCT.CPT0078510004_NK.cells	0.0612244897959184	CPT0078510004_NK.cells	CPT0078510004	NK.cells	0.0612244897959184	NK cells	C3N-00495-T1
CP	SCT.CPT0078510004_Fibroblasts	0.445026178010471	CPT0078510004_Fibroblasts	CPT0078510004	Fibroblasts	0.445026178010471	Fibroblasts	C3N-00495-T1
CA9	SCT.CPT0078510004_Fibroblasts	0.0366492146596859	CPT0078510004_Fibroblasts	CPT0078510004	Fibroblasts	0.0366492146596859	Fibroblasts	C3N-00495-T1
PCSK6	SCT.CPT0078510004_Fibroblasts	0.575916230366492	CPT0078510004_Fibroblasts	CPT0078510004	Fibroblasts	0.575916230366492	Fibroblasts	C3N-00495-T1
CP	SCT.CPT0078510004_CD4..T.cells	0.0769230769230769	CPT0078510004_CD4..T.cells	CPT0078510004	CD4..T.cells	0.0769230769230769	CD4+ T-cells	C3N-00495-T1
CA9	SCT.CPT0078510004_CD4..T.cells	0	CPT0078510004_CD4..T.cells	CPT0078510004	CD4..T.cells	0	CD4+ T-cells	C3N-00495-T1
PCSK6	SCT.CPT0078510004_CD4..T.cells	0.261538461538462	CPT0078510004_CD4..T.cells	CPT0078510004	CD4..T.cells	0.261538461538462	CD4+ T-cells	C3N-00495-T1
CP	SCT.CPT0078510004_Endothelial.cells	0.379084967320261	CPT0078510004_Endothelial.cells	CPT0078510004	Endothelial.cells	0.379084967320261	Endothelial cells	C3N-00495-T1
CA9	SCT.CPT0078510004_Endothelial.cells	0.0130718954248366	CPT0078510004_Endothelial.cells	CPT0078510004	Endothelial.cells	0.0130718954248366	Endothelial cells	C3N-00495-T1
PCSK6	SCT.CPT0078510004_Endothelial.cells	0.326797385620915	CPT0078510004_Endothelial.cells	CPT0078510004	Endothelial.cells	0.326797385620915	Endothelial cells	C3N-00495-T1
CP	SCT.CPT0079410004_Tumor.cells	1.54757462686568	CPT0079410004_Tumor.cells	CPT0079410004	Tumor.cells	1.54757462686568	Tumor cells	C3L-01287-T1
CA9	SCT.CPT0079410004_Tumor.cells	0.130597014925373	CPT0079410004_Tumor.cells	CPT0079410004	Tumor.cells	0.130597014925373	Tumor cells	C3L-01287-T1
PCSK6	SCT.CPT0079410004_Tumor.cells	5.48787313432834	CPT0079410004_Tumor.cells	CPT0079410004	Tumor.cells	5.48787313432834	Tumor cells	C3L-01287-T1
CP	SCT.CPT0079410004_Macrophages	0.142857142857143	CPT0079410004_Macrophages	CPT0079410004	Macrophages	0.142857142857143	Macrophages	C3L-01287-T1
CA9	SCT.CPT0079410004_Macrophages	0.0102040816326531	CPT0079410004_Macrophages	CPT0079410004	Macrophages	0.0102040816326531	Macrophages	C3L-01287-T1
PCSK6	SCT.CPT0079410004_Macrophages	0.285714285714286	CPT0079410004_Macrophages	CPT0079410004	Macrophages	0.285714285714286	Macrophages	C3L-01287-T1
CP	SCT.CPT0079410004_CD4..T.cells	0.157894736842105	CPT0079410004_CD4..T.cells	CPT0079410004	CD4..T.cells	0.157894736842105	CD4+ T-cells	C3L-01287-T1
CA9	SCT.CPT0079410004_CD4..T.cells	0	CPT0079410004_CD4..T.cells	CPT0079410004	CD4..T.cells	0	CD4+ T-cells	C3L-01287-T1
PCSK6	SCT.CPT0079410004_CD4..T.cells	0.315789473684211	CPT0079410004_CD4..T.cells	CPT0079410004	CD4..T.cells	0.315789473684211	CD4+ T-cells	C3L-01287-T1
CP	SCT.CPT0079410004_Endothelial.cells	0.3125	CPT0079410004_Endothelial.cells	CPT0079410004	Endothelial.cells	0.3125	Endothelial cells	C3L-01287-T1
CA9	SCT.CPT0079410004_Endothelial.cells	0	CPT0079410004_Endothelial.cells	CPT0079410004	Endothelial.cells	0	Endothelial cells	C3L-01287-T1
PCSK6	SCT.CPT0079410004_Endothelial.cells	1.0625	CPT0079410004_Endothelial.cells	CPT0079410004	Endothelial.cells	1.0625	Endothelial cells	C3L-01287-T1
CP	SCT.CPT0079410004_Fibroblasts	1.14285714285714	CPT0079410004_Fibroblasts	CPT0079410004	Fibroblasts	1.14285714285714	Fibroblasts	C3L-01287-T1
CA9	SCT.CPT0079410004_Fibroblasts	0	CPT0079410004_Fibroblasts	CPT0079410004	Fibroblasts	0	Fibroblasts	C3L-01287-T1
PCSK6	SCT.CPT0079410004_Fibroblasts	0.142857142857143	CPT0079410004_Fibroblasts	CPT0079410004	Fibroblasts	0.142857142857143	Fibroblasts	C3L-01287-T1
CP	SCT.CPT0086350004_Macrophages	0.415094339622641	CPT0086350004_Macrophages	CPT0086350004	Macrophages	0.415094339622641	Macrophages	C3L-00908-T1
CA9	SCT.CPT0086350004_Macrophages	0.0160377358490566	CPT0086350004_Macrophages	CPT0086350004	Macrophages	0.0160377358490566	Macrophages	C3L-00908-T1
PCSK6	SCT.CPT0086350004_Macrophages	0.102830188679245	CPT0086350004_Macrophages	CPT0086350004	Macrophages	0.102830188679245	Macrophages	C3L-00908-T1
CP	SCT.CPT0086350004_Tumor.cells	12.8313043478261	CPT0086350004_Tumor.cells	CPT0086350004	Tumor.cells	10	Tumor cells	C3L-00908-T1
CA9	SCT.CPT0086350004_Tumor.cells	0.73043478260869	CPT0086350004_Tumor.cells	CPT0086350004	Tumor.cells	0.73043478260869	Tumor cells	C3L-00908-T1
PCSK6	SCT.CPT0086350004_Tumor.cells	2.65739130434784	CPT0086350004_Tumor.cells	CPT0086350004	Tumor.cells	2.65739130434784	Tumor cells	C3L-00908-T1
CP	SCT.CPT0086350004_NK.cells	0.13953488372093	CPT0086350004_NK.cells	CPT0086350004	NK.cells	0.13953488372093	NK cells	C3L-00908-T1
CA9	SCT.CPT0086350004_NK.cells	0	CPT0086350004_NK.cells	CPT0086350004	NK.cells	0	NK cells	C3L-00908-T1
PCSK6	SCT.CPT0086350004_NK.cells	0.465116279069768	CPT0086350004_NK.cells	CPT0086350004	NK.cells	0.465116279069768	NK cells	C3L-00908-T1
CP	SCT.CPT0086350004_DC	0.15	CPT0086350004_DC	CPT0086350004	DC	0.15	DC	C3L-00908-T1
CA9	SCT.CPT0086350004_DC	0	CPT0086350004_DC	CPT0086350004	DC	0	DC	C3L-00908-T1
PCSK6	SCT.CPT0086350004_DC	0	CPT0086350004_DC	CPT0086350004	DC	0	DC	C3L-00908-T1
CP	SCT.CPT0086350004_CD8..T.cells	0.408719346049047	CPT0086350004_CD8..T.cells	CPT0086350004	CD8..T.cells	0.408719346049047	CD8+ T-cells	C3L-00908-T1
CA9	SCT.CPT0086350004_CD8..T.cells	0.0108991825613079	CPT0086350004_CD8..T.cells	CPT0086350004	CD8..T.cells	0.0108991825613079	CD8+ T-cells	C3L-00908-T1
PCSK6	SCT.CPT0086350004_CD8..T.cells	0.0544959128065395	CPT0086350004_CD8..T.cells	CPT0086350004	CD8..T.cells	0.0544959128065395	CD8+ T-cells	C3L-00908-T1
CP	SCT.CPT0086350004_CD4..T.cells	0.401812688821752	CPT0086350004_CD4..T.cells	CPT0086350004	CD4..T.cells	0.401812688821752	CD4+ T-cells	C3L-00908-T1
CA9	SCT.CPT0086350004_CD4..T.cells	0.0120845921450151	CPT0086350004_CD4..T.cells	CPT0086350004	CD4..T.cells	0.0120845921450151	CD4+ T-cells	C3L-00908-T1
PCSK6	SCT.CPT0086350004_CD4..T.cells	0.0785498489425982	CPT0086350004_CD4..T.cells	CPT0086350004	CD4..T.cells	0.0785498489425982	CD4+ T-cells	C3L-00908-T1
CP	SCT.CPT0086350004_Myofibroblasts	2.52380952380952	CPT0086350004_Myofibroblasts	CPT0086350004	Myofibroblasts	2.52380952380952	Myofibroblasts	C3L-00908-T1
CA9	SCT.CPT0086350004_Myofibroblasts	0.0952380952380952	CPT0086350004_Myofibroblasts	CPT0086350004	Myofibroblasts	0.0952380952380952	Myofibroblasts	C3L-00908-T1
PCSK6	SCT.CPT0086350004_Myofibroblasts	0.380952380952381	CPT0086350004_Myofibroblasts	CPT0086350004	Myofibroblasts	0.380952380952381	Myofibroblasts	C3L-00908-T1
CP	SCT.CPT0086350004_B.cells	0.62962962962963	CPT0086350004_B.cells	CPT0086350004	B.cells	0.62962962962963	B-cells	C3L-00908-T1
CA9	SCT.CPT0086350004_B.cells	0	CPT0086350004_B.cells	CPT0086350004	B.cells	0	B-cells	C3L-00908-T1
PCSK6	SCT.CPT0086350004_B.cells	0.0740740740740741	CPT0086350004_B.cells	CPT0086350004	B.cells	0.0740740740740741	B-cells	C3L-00908-T1
CP	SCT.CPT0086350004_Endothelial.cells	1.32432432432432	CPT0086350004_Endothelial.cells	CPT0086350004	Endothelial.cells	1.32432432432432	Endothelial cells	C3L-00908-T1
CA9	SCT.CPT0086350004_Endothelial.cells	0.108108108108108	CPT0086350004_Endothelial.cells	CPT0086350004	Endothelial.cells	0.108108108108108	Endothelial cells	C3L-00908-T1
PCSK6	SCT.CPT0086350004_Endothelial.cells	0.297297297297297	CPT0086350004_Endothelial.cells	CPT0086350004	Endothelial.cells	0.297297297297297	Endothelial cells	C3L-00908-T1
CP	SCT.CPT0086350004_Fibroblasts	6.15384615384616	CPT0086350004_Fibroblasts	CPT0086350004	Fibroblasts	6.15384615384616	Fibroblasts	C3L-00908-T1
CA9	SCT.CPT0086350004_Fibroblasts	0.153846153846154	CPT0086350004_Fibroblasts	CPT0086350004	Fibroblasts	0.153846153846154	Fibroblasts	C3L-00908-T1
PCSK6	SCT.CPT0086350004_Fibroblasts	4.61538461538461	CPT0086350004_Fibroblasts	CPT0086350004	Fibroblasts	4.61538461538461	Fibroblasts	C3L-00908-T1
CP	SCT.CPT0086820004_Tumor.cells	2.57551963048504	CPT0086820004_Tumor.cells	CPT0086820004	Tumor.cells	2.57551963048504	Tumor cells	C3L-01313-T1
CA9	SCT.CPT0086820004_Tumor.cells	0.296304849884523	CPT0086820004_Tumor.cells	CPT0086820004	Tumor.cells	0.296304849884523	Tumor cells	C3L-01313-T1
PCSK6	SCT.CPT0086820004_Tumor.cells	4.66489607390308	CPT0086820004_Tumor.cells	CPT0086820004	Tumor.cells	4.66489607390308	Tumor cells	C3L-01313-T1
CP	SCT.CPT0086820004_Macrophages	0.27906976744186	CPT0086820004_Macrophages	CPT0086820004	Macrophages	0.27906976744186	Macrophages	C3L-01313-T1
CA9	SCT.CPT0086820004_Macrophages	0.0372093023255814	CPT0086820004_Macrophages	CPT0086820004	Macrophages	0.0372093023255814	Macrophages	C3L-01313-T1
PCSK6	SCT.CPT0086820004_Macrophages	0.4	CPT0086820004_Macrophages	CPT0086820004	Macrophages	0.4	Macrophages	C3L-01313-T1
CP	SCT.CPT0086820004_Endothelial.cells	1.0625	CPT0086820004_Endothelial.cells	CPT0086820004	Endothelial.cells	1.0625	Endothelial cells	C3L-01313-T1
CA9	SCT.CPT0086820004_Endothelial.cells	0.125	CPT0086820004_Endothelial.cells	CPT0086820004	Endothelial.cells	0.125	Endothelial cells	C3L-01313-T1
PCSK6	SCT.CPT0086820004_Endothelial.cells	2.4375	CPT0086820004_Endothelial.cells	CPT0086820004	Endothelial.cells	2.4375	Endothelial cells	C3L-01313-T1
CP	SCT.CPT0086820004_Fibroblasts	2.08823529411765	CPT0086820004_Fibroblasts	CPT0086820004	Fibroblasts	2.08823529411765	Fibroblasts	C3L-01313-T1
CA9	SCT.CPT0086820004_Fibroblasts	0.323529411764706	CPT0086820004_Fibroblasts	CPT0086820004	Fibroblasts	0.323529411764706	Fibroblasts	C3L-01313-T1
PCSK6	SCT.CPT0086820004_Fibroblasts	3.58823529411765	CPT0086820004_Fibroblasts	CPT0086820004	Fibroblasts	3.58823529411765	Fibroblasts	C3L-01313-T1
